or_crc||or_nom||or_id||or_dpt||or_nat||or_typ||typ_code
28||SLP Lyon Part Dieu||17588||69||Société (SEM)||Société Publique Locale||1130-00
28||société d'économie mixte Tignes sagest développement||546||73||Société (SEM)||SEM||1110-00
28||syndicat à vocation multiple eau et assainissement du Val d'Allier||8565||03||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
28||syndicat de traitement des déchets de l'Ardèche et de la Drôme (SYTRAD)||2985||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal autogestionnaire informatique communale (SIAIC)||2518||69||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal d'Alpage des Frachets Cenise Solaison||2273||74||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal de collecte et de traitement des ordures ménagères de la Basse Ardèche (SICTOBA)||3213||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal de la télévision de Chatillon-Luc et de Die ||3069||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal de télévision de la Motte-Chalancon (SIVU)||3050||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal de télévision de Serre-du-Midi||3075||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||SYNDICAT INTERCOMMUNAL D'ENERGIES DE LUC EN DIOIS||3062||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||SYNDICAT INTERCOMMUNAL DES EAUX DE SAINT-ROMANS-SAINT-JUST-CLAIX||2827||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal des sites alpins de Saint-Pierre-de-Chartreuse planolet||319||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat intercommunal des technologies de l'information pour les villes (SITIV)||2446||69||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
28||syndicat intercommunal du pays des Echelles||3453||73||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
28||syndicat intercommunal pour la télévision de la région de Crest||3076||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat mixte de gestion des déchets du secteur d'Albertville (SIMIGEDA)||7||73||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
28||syndicat mixte de l'aménagement rural de la Drôme (SMARD)||3021||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
28||syndicat mixte du bassin de l'Escoutay||3145||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
28||syndicat mixte du Nord Dauphiné (SMND)||2685||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
28||syndicat mixte du parc naturel régional du Vercors||3085||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
29||ASSOCIATION FONCERE DE REMEMBREMENT DE CHASSY||9009||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE REMEMBREMENT DE POILLY-SUR-THOLON||9008||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE REMEMBREMENT DE SAINT-MAURICE-LE-VIEIL||9007||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE REMEMBREMENT DE SENAN||8983||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE REMEMBREMENT DE VILLEMER||9003||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE REMEMBREMENT DES ORMES||9004||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||ASSOCIATION FONCIERE DE SOMMECAISE||9006||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Association Foncière Rurale||0436-30
29||CAISSE DES ECOLES DE LARNOD PUGEY||4015||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Caisse des Ecoles||0432-00
29||CENTRE COMMUNAL D'ACTION SOCIALE DE DOMMARTIN||9463||58||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
29||CENTRE COMMUNAL D'ACTION SOCIALE DE MONTIGNY-LES-ARSURES||9223||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
29||CENTRE HOSPITALIER DE SENS||89||89||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
29||CENTRE HOSPITALIER JURA SUD (ancie CH de LONS)||4011||39||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
29||CIAS DU VAL FLEURI||3906||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
29||COMMUNAUTE D'AGGLOMERATION DE VESOUL||4835||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
29||COMMUNAUTE DE COMMUNES  DU PLATEAU DE NOZEROY||4838||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES  JURA SUD||4866||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES CHAMPAGNOLE PORTE DU HAUT JURA||6731||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DE LA PLAINE JURASSIENNE||4841||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DE L'AUXOIS SUD||1288||21||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DES BERTRANGES A LA NIEVRE||1233||58||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DES GRANDS BOIS||4804||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU COMTE DE GRIMONT, POLIGNY||4848||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU GRAND PONTARLIER (ancienne Cté Cnes du Larmont)||4926||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU NORD OUEST JURA||4852||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU PAYS CORBIGEOIS||1234||58||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU PAYS COULANGEOIS||1131||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU PAYS DE MONTBOZON ET DU CHANOIS||8049||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU TOUCYCOIS||1117||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU TRIANGLE VERT||8052||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU VAL DE BEUVRON||1238||58||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES DU VAL DE MORTEAU||4916||25||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES "ENTRE SAONE ET GROSNE"||1182||71||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES HAUT-JURA SAINT CLAUDE + BA (ATELIERS DES SAVOIRS FAIRE)||7183||39||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES LE TONNERROIS EN BOURGOGNE||8263||89||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE DE COMMUNES VAL DE GRAY||7563||70||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
29||COMMUNAUTE URBAINE DU GRAND DIJON (COMADI)||1291||21||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
29||COMMUNE D'AILLANT-SUR-THOLON||1774||89||Commune||Commune / BP||0101-00
29||COMMUNE D'APPOIGNY||1764||89||Commune||Commune / BP||0101-00
29||COMMUNE DE BAUME LES DAMES||6686||25||Commune||Commune / BP||0101-00
29||COMMUNE DE BEAUNE||3366||21||Commune||Commune / BP||0101-00
29||COMMUNE DE BERZE-LE-CHATEL||2319||71||Commune||Commune / BP||0101-00
29||COMMUNE DE BISSEY-LA-PIERRE||3342||21||Commune||Commune / BP||0101-00
29||COMMUNE DE BRANCHES||1727||89||Commune||Commune / BP||0101-00
29||COMMUNE DE BRIENON-SUR-ARMANCON||1725||89||Commune||Commune / BP||0101-00
29||COMMUNE DE BURE-LES-TEMPLIERS||3304||21||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAMBORNAY LES PIN||5479||70||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAMPIGNY||1706||89||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAMPVALLON||1702||89||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAMPVERT||2607||58||Commune||Commune / BP||0101-00
29||COMMUNE DE CHANCIA||6043||39||Commune||Commune / BP||0101-00
29||COMMUNE DE CHASSY||1693||89||Commune||Commune / BP||0101-00
29||COMMUNE DE CHATEAU-CHINON (VILLE)||2600||58||Commune||Commune / BP||0101-00
29||COMMUNE DE CHATELNEUF||6025||39||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAUDENAY||2236||71||Commune||Commune / BP||0101-00
29||COMMUNE DE CHAUMARD||2594||58||Commune||Commune / BP||0101-00
29||COMMUNE DE CHEVIGNEY LES VERCEL||6591||25||Commune||Commune / BP||0101-00
29||COMMUNE DE CIREY-LES-PONTAILLER||3246||21||Commune||Commune / BP||0101-00
29||COMMUNE DE COGNA||5992||39||Commune||Commune / BP||0101-00
29||COMMUNE DE COMBERJON||5436||70||Commune||Commune / BP||0101-00
29||COMMUNE DE CORMATIN||2210||71||Commune||Commune / BP||0101-00
29||COMMUNE DE COSSAYE||2575||58||Commune||Commune / BP||0101-00
29||COMMUNE DE COUTARNOUX||1658||89||Commune||Commune / BP||0101-00
29||COMMUNE DE DAMPIERRE||5959||39||Commune||Commune / BP||0101-00
29||COMMUNE DE DOLE||5951||39||Commune||Commune / BP||0101-00
29||COMMUNE DE DOMBLANS||5950||39||Commune||Commune / BP||0101-00
29||COMMUNE DE DOMMARTIN||2564||58||Commune||Commune / BP||0101-00
29||COMMUNE DE EPENOUSE||6531||25||Commune||Commune / BP||0101-00
29||COMMUNE DE FELON||5004||90||Commune||Commune / BP||0101-00
29||COMMUNE DE FLEURY-LA-VALLEE||1623||89||Commune||Commune / BP||0101-00
29||COMMUNE DE FOUSSEMAGNE||4999||90||Commune||Commune / BP||0101-00
29||COMMUNE DE FRAISANS||5916||39||Commune||Commune / BP||0101-00
29||COMMUNE DE GENEUILLE||6485||25||Commune||Commune / BP||0101-00
29||COMMUNE DE GUERCHY||1596||89||Commune||Commune / BP||0101-00
29||COMMUNE DE GUERIGNY||2532||58||Commune||Commune / BP||0101-00
29||COMMUNE DE LA GRANDE RESIE||5179||70||Commune||Commune / BP||0101-00
29||COMMUNE DE LA SOMMETTE||6216||25||Commune||Commune / BP||0101-00
29||COMMUNE DE LADUZ||1579||89||Commune||Commune / BP||0101-00
29||COMMUNE DE LARIANS ET MUNANS||5314||70||Commune||Commune / BP||0101-00
29||COMMUNE DE LES BOUCHOUX||6073||39||Commune||Commune / BP||0101-00
29||COMMUNE DE LONS-LE-SAUNIER||5855||39||Commune||Commune / BP||0101-00
29||COMMUNE DE LURCY-LE-BOURG||2516||58||Commune||Commune / BP||0101-00
29||COMMUNE DE LUXIOL||6403||25||Commune||Commune / BP||0101-00
29||COMMUNE DE MAILLEY ET CHAZELOT||5287||70||Commune||Commune / BP||0101-00
29||COMMUNE DE MARTIGNA||5839||39||Commune||Commune / BP||0101-00
29||COMMUNE DE MARZY||2503||58||Commune||Commune / BP||0101-00
29||COMMUNE DE MENONCOURT||4981||90||Commune||Commune / BP||0101-00
29||COMMUNE DE MONCEY||6377||25||Commune||Commune / BP||0101-00
29||COMMUNE DE MONTIGNY LES ARSURES||5802||39||Commune||Commune / BP||0101-00
29||COMMUNE DE MONTMIREY LE CHATEAU||5798||39||Commune||Commune / BP||0101-00
29||COMMUNE DE NEUILLY||1520||89||Commune||Commune / BP||0101-00
29||COMMUNE DE NEUVELLE LES CROMARY||5236||70||Commune||Commune / BP||0101-00
29||COMMUNE DE PALISE||6320||25||Commune||Commune / BP||0101-00
29||COMMUNE DE PARCEY||5758||39||Commune||Commune / BP||0101-00
29||COMMUNE DE PETIT NOIR||5749||39||Commune||Commune / BP||0101-00
29||COMMUNE DE PLANCHEZ||2453||58||Commune||Commune / BP||0101-00
29||COMMUNE DE POILLY-SUR-THOLON||1494||89||Commune||Commune / BP||0101-00
29||COMMUNE DE POLIGNY||5732||39||Commune||Commune / BP||0101-00
29||COMMUNE DE POUILLENAY||2925||21||Commune||Commune / BP||0101-00
29||COMMUNE DE POUQUES-LORMES||2447||58||Commune||Commune / BP||0101-00
29||COMMUNE DE RECEY-SUR-OURCE||2907||21||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT LUPICIN||5677||39||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-AUBIN-CHATEAUNEUF||1467||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-BONNET-DE-VIEILLE VIGNE||1964||71||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-ELOI||2425||58||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-GERMAIN-DES-BOIS||2421||58||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-MARTIN-DU-TERTRE||1447||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-MARTIN-SUR-OCRE||1445||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-MAURICE-LE-VIEIL||1442||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-MAURICE-THIZOUAILLES||1441||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SAINT-SYMPHORIEN-SUR-SAONE||2851||21||Commune||Commune / BP||0101-00
29||COMMUNE DE SALINS LES BAINS||5669||39||Commune||Commune / BP||0101-00
29||COMMUNE DE SALIVES||2847||21||Commune||Commune / BP||0101-00
29||COMMUNE DE SASSENAY||1862||71||Commune||Commune / BP||0101-00
29||COMMUNE DE SAULIEU||2842||21||Commune||Commune / BP||0101-00
29||COMMUNE DE SENAN||1419||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SENS||1416||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SOMMECAISE||1408||89||Commune||Commune / BP||0101-00
29||COMMUNE DE SOUGY-SUR-LOIRE||2383||58||Commune||Commune / BP||0101-00
29||COMMUNE DE TALMAY||2808||21||Commune||Commune / BP||0101-00
29||COMMUNE DE VAL DE MERCY||1380||89||Commune||Commune / BP||0101-00
29||COMMUNE DE VAUTHIERMONT||4949||90||Commune||Commune / BP||0101-00
29||COMMUNE DE VENAREY-LES-LAUMES||2764||21||Commune||Commune / BP||0101-00
29||COMMUNE DE VEROSVRES||1797||71||Commune||Commune / BP||0101-00
29||COMMUNE DE VESOUL||5077||70||Commune||Commune / BP||0101-00
29||COMMUNE DE VILLEMER||1352||89||Commune||Commune / BP||0101-00
29||COMMUNE DE VILLIERS-SUR-THOLON||1336||89||Commune||Commune / BP||0101-00
29||COMMUNE DE VITREUX||5597||39||Commune||Commune / BP||0101-00
29||COMMUNE DE VOLGRE||1326||89||Commune||Commune / BP||0101-00
29||COMMUNE DE VRIANGE||5594||39||Commune||Commune / BP||0101-00
29||COMMUNE D'ENTRAINS-SUR-NOHAIN||2554||58||Commune||Commune / BP||0101-00
29||COMMUNE D'EPAGNY||3178||21||Commune||Commune / BP||0101-00
29||COMMUNE DES ORMES||1514||89||Commune||Commune / BP||0101-00
29||COMMUNE D'ESCAMPS||1634||89||Commune||Commune / BP||0101-00
29||COMMUNE D'ORGEUX||2956||21||Commune||Commune / BP||0101-00
29||COMMUNE DU ROSOY||3742||89||Commune||Commune / BP||0101-00
29||DEPARTEMENT DE LA NIEVRE||1320||58||Département||Département / BP||0201-00
29||DEPARTEMENT DU JURA||4942||39||Département||Département / BP||0201-00
29||ETABLISSEMENT HEBERGEANT DES PERSONNES AGEES DEPENDANTES DE MOUTIERS-SAINT-JEAN (EHPAD)||314||21||Et. sanit. et sociaux et ESMS-BP et BA||Ets Hébergt pour Personnes Agées Dépendantes-EHPAD/BA(M22-EPSMS)||0581-00
29||GROUPEMENT D'INTERET PUBLIC DE LA MAISON DEPARTEMENTALE DES PERSONNES HANDICAPEES DU DOUBS (MDPH 25) ||6959||25||Personne administrative spéciale||GIP||2000-00
